Entity,Year,Population (historical estimates)
Austria,1800,3000000
Austria,1801,3017451
Austria,1802,3035004
Austria,1803,3052658
Austria,1804,3070416
Austria,1805,3088277
Austria,1806,3106241
Austria,1807,3124310
Austria,1808,3142485
Austria,1809,3160765
Austria,1810,3179258
Austria,1811,3197752
Austria,1812,3216353
Austria,1813,3235063
Austria,1814,3253881
Austria,1815,3272809
Austria,1816,3291847
Austria,1817,3310996
Austria,1818,3330256
Austria,1819,3349015
Austria,1820,3367266
Austria,1821,3385004
Austria,1822,3402223
Austria,1823,3418916
Austria,1824,3435691
Austria,1825,3452549
Austria,1826,3469489
Austria,1827,3486512
Austria,1828,3503619
Austria,1829,3520820
Austria,1830,3538115
Austria,1831,3555505
Austria,1832,3572991
Austria,1833,3590572
Austria,1834,3608240
Austria,1835,3625995
Austria,1836,3643838
Austria,1837,3661768
Austria,1838,3679786
Austria,1839,3698789
Austria,1840,3718786
Austria,1841,3739787
Austria,1842,3761804
Austria,1843,3784847
Austria,1844,3808031
Austria,1845,3831357
Austria,1846,3854826
Austria,1847,3878438
Austria,1848,3902195
Austria,1849,3926782
Austria,1850,3952208
Austria,1851,3978557
Austria,1852,4005766
Austria,1853,4033846
Austria,1854,4062123
Austria,1855,4090598
Austria,1856,4119272
Austria,1857,4148148
Austria,1858,4177226
Austria,1859,4206120
Austria,1860,4234828
Austria,1861,4263344
Austria,1862,4291666
Austria,1863,4319789
Austria,1864,4348096
Austria,1865,4376588
Austria,1866,4405267
Austria,1867,4434134
Austria,1868,4463191
Austria,1869,4494618
Austria,1870,4528451
Austria,1871,4564726
Austria,1872,4603478
Austria,1873,4644744
Austria,1874,4686380
Austria,1875,4728390
Austria,1876,4770776
Austria,1877,4813542
Austria,1878,4856691
Austria,1879,4900094
Austria,1880,4943751
Austria,1881,4987664
Austria,1882,5031834
Austria,1883,5076261
Austria,1884,5121081
Austria,1885,5166297
Austria,1886,5211912
Austria,1887,5257929
Austria,1888,5304353
Austria,1889,5352739
Austria,1890,5403121
Austria,1891,5455531
Austria,1892,5510005
Austria,1893,5566578
Austria,1894,5623731
Austria,1895,5681470
Austria,1896,5739803
Austria,1897,5798734
Austria,1898,5858271
Austria,1899,5918416
Austria,1900,5979176
Austria,1901,6040557
Austria,1902,6102565
Austria,1903,6165207
Austria,1904,6228492
Austria,1905,6292427
Austria,1906,6357018
Austria,1907,6422272
Austria,1908,6488195
Austria,1909,6538009
Austria,1910,6571587
Austria,1911,6588803
Austria,1912,6589530
Austria,1913,6573637
Austria,1914,6557782
Austria,1915,6541966
Austria,1916,6526188
Austria,1917,6510448
Austria,1918,6494625
Austria,1919,6486496
Austria,1920,6486069
Austria,1921,6493353
Austria,1922,6508355
Austria,1923,6531083
Austria,1924,6553892
Austria,1925,6576779
Austria,1926,6599747
Austria,1927,6622795
Austria,1928,6645923
Austria,1929,6664878
Austria,1930,6679644
Austria,1931,6690204
Austria,1932,6696542
Austria,1933,6698643
Austria,1934,6700745
Austria,1935,6702847
Austria,1936,6704950
Austria,1937,6707053
Austria,1938,6709158
Austria,1939,6715380
Austria,1940,6725734
Austria,1941,6740236
Austria,1942,6758902
Austria,1943,6781747
Austria,1944,6804668
Austria,1945,6827667
Austria,1946,6850744
Austria,1947,6873899
Austria,1948,6897132
Austria,1949,6917983
Austria,1950,6936443
Austria,1951,6930432
Austria,1952,6927017
Austria,1953,6931796
Austria,1954,6939644
Austria,1955,6946266
Austria,1956,6951744
Austria,1957,6965322
Austria,1958,6986795
Austria,1959,7013602
Austria,1960,7046554
Austria,1961,7085440
Austria,1962,7128972
Austria,1963,7174878
Austria,1964,7222897
Austria,1965,7269892
Austria,1966,7320920
Austria,1967,7375632
Austria,1968,7413813
Austria,1969,7439324
Austria,1970,7465310
Austria,1971,7498548
Austria,1972,7542083
Austria,1973,7584024
Austria,1974,7597028
Austria,1975,7576929
Austria,1976,7563509
Austria,1977,7566357
Austria,1978,7560248
Austria,1979,7547482
Austria,1980,7547564
Austria,1981,7566318
Austria,1982,7571291
Austria,1983,7559110
Austria,1984,7558564
Austria,1985,7562114
Austria,1986,7567247
Austria,1987,7572379
Austria,1988,7583766
Austria,1989,7619393
Austria,1990,7678732
Austria,1991,7755640
Austria,1992,7840816
Austria,1993,7905280
Austria,1994,7935366
Austria,1995,7947293
Austria,1996,7958043
Austria,1997,7967086
Austria,1998,7975856
Austria,1999,7991382
Austria,2000,8010425
Austria,2001,8039633
Austria,2002,8078994
Austria,2003,8120105
Austria,2004,8171215
Austria,2005,8227034
Austria,2006,8267771
Austria,2007,8294720
Austria,2008,8321134
Austria,2009,8342939
Austria,2010,8362829
Austria,2011,8391201
Austria,2012,8429641
Austria,2013,8479542
Austria,2014,8546066
Austria,2015,8642422
Austria,2016,8736491
Austria,2017,8797497
Austria,2018,8840518
Austria,2019,8879939
Austria,2020,8907780
Austria,2021,8922086
Belgium,1800,3250000
Belgium,1801,3258961
Belgium,1802,3267947
Belgium,1803,3276958
Belgium,1804,3285994
Belgium,1805,3295054
Belgium,1806,3304140
Belgium,1807,3313251
Belgium,1808,3322386
Belgium,1809,3331547
Belgium,1810,3340759
Belgium,1811,3349970
Belgium,1812,3359207
Belgium,1813,3368470
Belgium,1814,3377758
Belgium,1815,3387071
Belgium,1816,3396411
Belgium,1817,3405776
Belgium,1818,3415167
Belgium,1819,3428762
Belgium,1820,3446611
Belgium,1821,3468762
Belgium,1822,3495265
Belgium,1823,3526170
Belgium,1824,3557348
Belgium,1825,3588801
Belgium,1826,3620533
Belgium,1827,3652545
Belgium,1828,3684841
Belgium,1829,3717143
Belgium,1830,3749449
Belgium,1831,3781756
Belgium,1832,3814064
Belgium,1833,3846368
Belgium,1834,3878946
Belgium,1835,3911800
Belgium,1836,3944932
Belgium,1837,3978344
Belgium,1838,4012040
Belgium,1839,4046206
Belgium,1840,4080847
Belgium,1841,4115969
Belgium,1842,4151578
Belgium,1843,4187679
Belgium,1844,4224094
Belgium,1845,4260826
Belgium,1846,4297878
Belgium,1847,4335251
Belgium,1848,4372950
Belgium,1849,4408894
Belgium,1850,4443056
Belgium,1851,4475157
Belgium,1852,4505413
Belgium,1853,4533797
Belgium,1854,4562359
Belgium,1855,4591101
Belgium,1856,4620024
Belgium,1857,4649129
Belgium,1858,4678418
Belgium,1859,4708755
Belgium,1860,4740154
Belgium,1861,4772628
Belgium,1862,4806190
Belgium,1863,4840852
Belgium,1864,4875764
Belgium,1865,4910928
Belgium,1866,4946346
Belgium,1867,4982019
Belgium,1868,5017949
Belgium,1869,5055298
Belgium,1870,5094086
Belgium,1871,5134332
Belgium,1872,5176056
Belgium,1873,5219281
Belgium,1874,5262866
Belgium,1875,5306815
Belgium,1876,5351131
Belgium,1877,5395817
Belgium,1878,5440877
Belgium,1879,5487623
Belgium,1880,5536082
Belgium,1881,5586281
Belgium,1882,5638248
Belgium,1883,5692009
Belgium,1884,5746284
Belgium,1885,5801075
Belgium,1886,5856389
Belgium,1887,5912231
Belgium,1888,5968605
Belgium,1889,6025743
Belgium,1890,6083656
Belgium,1891,6142352
Belgium,1892,6201841
Belgium,1893,6262134
Belgium,1894,6323013
Belgium,1895,6384484
Belgium,1896,6446552
Belgium,1897,6509224
Belgium,1898,6572505
Belgium,1899,6638079
Belgium,1900,6705987
Belgium,1901,6776269
Belgium,1902,6848968
Belgium,1903,6924126
Belgium,1904,7000108
Belgium,1905,7076924
Belgium,1906,7154584
Belgium,1907,7233095
Belgium,1908,7312468
Belgium,1909,7377299
Belgium,1910,7427418
Belgium,1911,7462655
Belgium,1912,7482838
Belgium,1913,7487791
Belgium,1914,7492747
Belgium,1915,7497707
Belgium,1916,7502669
Belgium,1917,7507636
Belgium,1918,7513025
Belgium,1919,7527467
Belgium,1920,7551028
Belgium,1921,7583777
Belgium,1922,7625781
Belgium,1923,7677110
Belgium,1924,7728784
Belgium,1925,7780807
Belgium,1926,7833179
Belgium,1927,7885904
Belgium,1928,7938984
Belgium,1929,7986890
Belgium,1930,8029570
Belgium,1931,8066970
Belgium,1932,8099037
Belgium,1933,8125715
Belgium,1934,8152481
Belgium,1935,8179335
Belgium,1936,8206277
Belgium,1937,8233309
Belgium,1938,8260429
Belgium,1939,8287916
Belgium,1940,8315772
Belgium,1941,8343998
Belgium,1942,8372598
Belgium,1943,8401573
Belgium,1944,8430648
Belgium,1945,8459824
Belgium,1946,8489101
Belgium,1947,8518479
Belgium,1948,8547959
Belgium,1949,8580904
Belgium,1950,8617340
Belgium,1951,8655405
Belgium,1952,8695589
Belgium,1953,8740418
Belgium,1954,8787230
Belgium,1955,8834527
Belgium,1956,8881499
Belgium,1957,8931968
Belgium,1958,8987667
Belgium,1959,9049394
Belgium,1960,9108729
Belgium,1961,9168479
Belgium,1962,9230337
Belgium,1963,9288223
Belgium,1964,9350473
Belgium,1965,9412091
Belgium,1966,9466114
Belgium,1967,9515229
Belgium,1968,9556258
Belgium,1969,9592105
Belgium,1970,9629376
Belgium,1971,9666396
Belgium,1972,9700295
Belgium,1973,9727987
Belgium,1974,9749063
Belgium,1975,9763432
Belgium,1976,9773540
Belgium,1977,9786372
Belgium,1978,9800204
Belgium,1979,9814133
Belgium,1980,9828989
Belgium,1981,9843594
Belgium,1982,9857337
Belgium,1983,9866528
Belgium,1984,9873600
Belgium,1985,9880540
Belgium,1986,9887822
Belgium,1987,9900226
Belgium,1988,9917989
Belgium,1989,9937168
Belgium,1990,9959565
Belgium,1991,9987072
Belgium,1992,10016455
Belgium,1993,10043738
Belgium,1994,10069182
Belgium,1995,10095204
Belgium,1996,10123230
Belgium,1997,10154876
Belgium,1998,10188541
Belgium,1999,10224223
Belgium,2000,10264351
Belgium,2001,10309249
Belgium,2002,10355569
Belgium,2003,10402550
Belgium,2004,10456164
Belgium,2005,10516979
Belgium,2006,10582970
Belgium,2007,10653698
Belgium,2008,10726720
Belgium,2009,10801357
Belgium,2010,10877948
Belgium,2011,10955742
Belgium,2012,11031140
Belgium,2013,11103260
Belgium,2014,11176727
Belgium,2015,11248306
Belgium,2016,11316837
Belgium,2017,11384491
Belgium,2018,11448598
Belgium,2019,11510569
Belgium,2020,11561716
Belgium,2021,11611416
Bulgaria,1800,2250000
Bulgaria,1801,2246807
Bulgaria,1802,2243619
Bulgaria,1803,2240436
Bulgaria,1804,2237256
Bulgaria,1805,2234082
Bulgaria,1806,2230912
Bulgaria,1807,2227746
Bulgaria,1808,2224585
Bulgaria,1809,2221428
Bulgaria,1810,2218281
Bulgaria,1811,2215133
Bulgaria,1812,2211990
Bulgaria,1813,2208851
Bulgaria,1814,2205717
Bulgaria,1815,2202587
Bulgaria,1816,2199462
Bulgaria,1817,2196341
Bulgaria,1818,2193224
Bulgaria,1819,2192687
Bulgaria,1820,2194738
Bulgaria,1821,2199384
Bulgaria,1822,2206633
Bulgaria,1823,2216494
Bulgaria,1824,2226399
Bulgaria,1825,2236347
Bulgaria,1826,2246341
Bulgaria,1827,2256379
Bulgaria,1828,2266462
Bulgaria,1829,2276590
Bulgaria,1830,2286763
Bulgaria,1831,2296982
Bulgaria,1832,2307246
Bulgaria,1833,2317556
Bulgaria,1834,2327913
Bulgaria,1835,2338315
Bulgaria,1836,2348764
Bulgaria,1837,2359260
Bulgaria,1838,2369802
Bulgaria,1839,2380392
Bulgaria,1840,2391029
Bulgaria,1841,2401714
Bulgaria,1842,2412446
Bulgaria,1843,2423227
Bulgaria,1844,2434055
Bulgaria,1845,2444932
Bulgaria,1846,2455857
Bulgaria,1847,2466832
Bulgaria,1848,2477855
Bulgaria,1849,2487540
Bulgaria,1850,2495877
Bulgaria,1851,2502383
Bulgaria,1852,2507523
Bulgaria,1853,2511290
Bulgaria,1854,2515062
Bulgaria,1855,2518839
Bulgaria,1856,2522622
Bulgaria,1857,2526411
Bulgaria,1858,2530206
Bulgaria,1859,2534005
Bulgaria,1860,2537811
Bulgaria,1861,2541622
Bulgaria,1862,2545439
Bulgaria,1863,2549261
Bulgaria,1864,2553090
Bulgaria,1865,2556923
Bulgaria,1866,2560763
Bulgaria,1867,2564608
Bulgaria,1868,2568459
Bulgaria,1869,2578886
Bulgaria,1870,2595993
Bulgaria,1871,2619883
Bulgaria,1872,2650661
Bulgaria,1873,2688433
Bulgaria,1874,2726744
Bulgaria,1875,2765601
Bulgaria,1876,2805011
Bulgaria,1877,2844983
Bulgaria,1878,2885524
Bulgaria,1879,2926643
Bulgaria,1880,2968348
Bulgaria,1881,3010647
Bulgaria,1882,3053548
Bulgaria,1883,3097061
Bulgaria,1884,3141194
Bulgaria,1885,3185955
Bulgaria,1886,3231354
Bulgaria,1887,3277401
Bulgaria,1888,3324103
Bulgaria,1889,3371884
Bulgaria,1890,3420766
Bulgaria,1891,3470771
Bulgaria,1892,3521920
Bulgaria,1893,3574237
Bulgaria,1894,3627331
Bulgaria,1895,3681214
Bulgaria,1896,3735897
Bulgaria,1897,3791392
Bulgaria,1898,3847711
Bulgaria,1899,3902685
Bulgaria,1900,3956269
Bulgaria,1901,4008414
Bulgaria,1902,4059074
Bulgaria,1903,4108198
Bulgaria,1904,4157917
Bulgaria,1905,4208238
Bulgaria,1906,4259167
Bulgaria,1907,4310713
Bulgaria,1908,4362882
Bulgaria,1909,4415050
Bulgaria,1910,4467209
Bulgaria,1911,4519353
Bulgaria,1912,4571473
Bulgaria,1913,4623562
Bulgaria,1914,4676245
Bulgaria,1915,4729527
Bulgaria,1916,4783417
Bulgaria,1917,4837920
Bulgaria,1918,4893987
Bulgaria,1919,4956524
Bulgaria,1920,5025707
Bulgaria,1921,5101718
Bulgaria,1922,5184739
Bulgaria,1923,5274959
Bulgaria,1924,5366749
Bulgaria,1925,5460137
Bulgaria,1926,5555149
Bulgaria,1927,5651814
Bulgaria,1928,5750162
Bulgaria,1929,5841566
Bulgaria,1930,5925817
Bulgaria,1931,6002703
Bulgaria,1932,6072006
Bulgaria,1933,6133503
Bulgaria,1934,6195623
Bulgaria,1935,6258372
Bulgaria,1936,6321757
Bulgaria,1937,6385784
Bulgaria,1938,6450459
Bulgaria,1939,6513568
Bulgaria,1940,6575077
Bulgaria,1941,6634949
Bulgaria,1942,6693150
Bulgaria,1943,6749643
Bulgaria,1944,6806614
Bulgaria,1945,6864065
Bulgaria,1946,6922000
Bulgaria,1947,6980425
Bulgaria,1948,7039343
Bulgaria,1949,7098413
Bulgaria,1950,7157630
Bulgaria,1951,7228735
Bulgaria,1952,7293469
Bulgaria,1953,7362716
Bulgaria,1954,7439592
Bulgaria,1955,7517927
Bulgaria,1956,7596099
Bulgaria,1957,7672064
Bulgaria,1958,7749341
Bulgaria,1959,7820755
Bulgaria,1960,7891763
Bulgaria,1961,7969343
Bulgaria,1962,8040771
Bulgaria,1963,8108150
Bulgaria,1964,8177724
Bulgaria,1965,8245080
Bulgaria,1966,8308898
Bulgaria,1967,8369839
Bulgaria,1968,8438287
Bulgaria,1969,8512917
Bulgaria,1970,8582960
Bulgaria,1971,8646261
Bulgaria,1972,8700151
Bulgaria,1973,8753492
Bulgaria,1974,8810681
Bulgaria,1975,8860971
Bulgaria,1976,8902475
Bulgaria,1977,8935448
Bulgaria,1978,8958270
Bulgaria,1979,8974434
Bulgaria,1980,8980602
Bulgaria,1981,8978415
Bulgaria,1982,8970487
Bulgaria,1983,8956441
Bulgaria,1984,8939492
Bulgaria,1985,8917080
Bulgaria,1986,8892099
Bulgaria,1987,8865756
Bulgaria,1988,8835822
Bulgaria,1989,8804436
Bulgaria,1990,8767778
Bulgaria,1991,8721659
Bulgaria,1992,8668545
Bulgaria,1993,8611541
Bulgaria,1994,8548469
Bulgaria,1995,8477584
Bulgaria,1996,8401382
Bulgaria,1997,8318965
Bulgaria,1998,8234934
Bulgaria,1999,8162298
Bulgaria,2000,8097694
Bulgaria,2001,8034863
Bulgaria,2002,7974804
Bulgaria,2003,7917745
Bulgaria,2004,7865314
Bulgaria,2005,7815221
Bulgaria,2006,7766040
Bulgaria,2007,7719035
Bulgaria,2008,7674912
Bulgaria,2009,7634737
Bulgaria,2010,7592271
Bulgaria,2011,7543128
Bulgaria,2012,7488347
Bulgaria,2013,7431169
Bulgaria,2014,7372142
Bulgaria,2015,7309255
Bulgaria,2016,7245982
Bulgaria,2017,7182430
Bulgaria,2018,7117424
Bulgaria,2019,7052536
Bulgaria,2020,6979181
Bulgaria,2021,6885864
Croatia,1800,1227886
Croatia,1801,1227886
Croatia,1802,1227886
Croatia,1803,1227886
Croatia,1804,1227886
Croatia,1805,1227886
Croatia,1806,1227886
Croatia,1807,1227886
Croatia,1808,1227886
Croatia,1809,1227886
Croatia,1810,1227886
Croatia,1811,1227886
Croatia,1812,1227886
Croatia,1813,1227886
Croatia,1814,1227886
Croatia,1815,1227886
Croatia,1816,1227886
Croatia,1817,1227886
Croatia,1818,1227886
Croatia,1819,1230048
Croatia,1820,1234391
Croatia,1821,1240934
Croatia,1822,1249697
Croatia,1823,1260699
Croatia,1824,1271798
Croatia,1825,1282994
Croatia,1826,1294290
Croatia,1827,1305684
Croatia,1828,1317179
Croatia,1829,1328775
Croatia,1830,1340473
Croatia,1831,1352274
Croatia,1832,1364179
Croatia,1833,1376189
Croatia,1834,1388305
Croatia,1835,1400527
Croatia,1836,1412857
Croatia,1837,1425295
Croatia,1838,1437843
Croatia,1839,1450501
Croatia,1840,1463271
Croatia,1841,1476154
Croatia,1842,1489149
Croatia,1843,1502259
Croatia,1844,1515485
Croatia,1845,1528827
Croatia,1846,1542286
Croatia,1847,1555864
Croatia,1848,1569561
Croatia,1849,1583379
Croatia,1850,1597319
Croatia,1851,1611606
Croatia,1852,1626020
Croatia,1853,1640564
Croatia,1854,1655237
Croatia,1855,1670042
Croatia,1856,1684979
Croatia,1857,1700050
Croatia,1858,1715255
Croatia,1859,1730597
Croatia,1860,1746076
Croatia,1861,1761693
Croatia,1862,1777449
Croatia,1863,1793347
Croatia,1864,1809387
Croatia,1865,1825570
Croatia,1866,1841898
Croatia,1867,1858372
Croatia,1868,1874993
Croatia,1869,1891763
Croatia,1870,1908682
Croatia,1871,1925753
Croatia,1872,1942977
Croatia,1873,1960355
Croatia,1874,1977888
Croatia,1875,1995578
Croatia,1876,2013426
Croatia,1877,2031433
Croatia,1878,2049602
Croatia,1879,2067933
Croatia,1880,2086428
Croatia,1881,2105089
Croatia,1882,2123916
Croatia,1883,2142911
Croatia,1884,2162077
Croatia,1885,2181414
Croatia,1886,2200923
Croatia,1887,2220607
Croatia,1888,2240468
Croatia,1889,2260505
Croatia,1890,2280722
Croatia,1891,2301120
Croatia,1892,2321700
Croatia,1893,2342464
Croatia,1894,2363414
Croatia,1895,2384551
Croatia,1896,2405877
Croatia,1897,2427393
Croatia,1898,2449102
Croatia,1899,2471005
Croatia,1900,2493105
Croatia,1901,2515401
Croatia,1902,2537897
Croatia,1903,2560594
Croatia,1904,2583494
Croatia,1905,2606599
Croatia,1906,2629910
Croatia,1907,2653430
Croatia,1908,2677160
Croatia,1909,2701103
Croatia,1910,2725259
Croatia,1911,2749631
Croatia,1912,2774221
Croatia,1913,2799031
Croatia,1914,2824063
Croatia,1915,2849319
Croatia,1916,2874801
Croatia,1917,2900510
Croatia,1918,2926045
Croatia,1919,2951805
Croatia,1920,2977792
Croatia,1921,3004008
Croatia,1922,3030454
Croatia,1923,3057133
Croatia,1924,3084048
Croatia,1925,3111199
Croatia,1926,3138589
Croatia,1927,3166220
Croatia,1928,3194094
Croatia,1929,3222214
Croatia,1930,3250582
Croatia,1931,3279199
Croatia,1932,3308068
Croatia,1933,3337191
Croatia,1934,3366571
Croatia,1935,3396209
Croatia,1936,3426109
Croatia,1937,3456271
Croatia,1938,3486699
Croatia,1939,3517395
Croatia,1940,3548361
Croatia,1941,3579600
Croatia,1942,3611114
Croatia,1943,3642905
Croatia,1944,3674976
Croatia,1945,3707329
Croatia,1946,3739968
Croatia,1947,3772893
Croatia,1948,3806109
Croatia,1949,3836721
Croatia,1950,3864694
Croatia,1951,3900326
Croatia,1952,3935779
Croatia,1953,3973454
Croatia,1954,4011875
Croatia,1955,4049662
Croatia,1956,4085637
Croatia,1957,4119361
Croatia,1958,4151532
Croatia,1959,4183289
Croatia,1960,4215334
Croatia,1961,4247853
Croatia,1962,4280076
Croatia,1963,4311044
Croatia,1964,4341052
Croatia,1965,4371387
Croatia,1966,4401777
Croatia,1967,4429806
Croatia,1968,4454147
Croatia,1969,4474894
Croatia,1970,4492641
Croatia,1971,4509278
Croatia,1972,4526430
Croatia,1973,4544138
Croatia,1974,4561866
Croatia,1975,4579433
Croatia,1976,4597197
Croatia,1977,4615728
Croatia,1978,4635779
Croatia,1979,4657519
Croatia,1980,4680144
Croatia,1981,4703986
Croatia,1982,4728727
Croatia,1983,4751896
Croatia,1984,4776375
Croatia,1985,4803331
Croatia,1986,4828686
Croatia,1987,4849966
Croatia,1988,4865827
Croatia,1989,4874189
Croatia,1990,4873705
Croatia,1991,4844526
Croatia,1992,4798318
Croatia,1993,4792409
Croatia,1994,4819431
Croatia,1995,4807100
Croatia,1996,4758624
Croatia,1997,4711373
Croatia,1998,4659937
Croatia,1999,4605329
Croatia,2000,4548438
Croatia,2001,4506760
Croatia,2002,4482874
Croatia,2003,4461141
Croatia,2004,4443351
Croatia,2005,4429687
Croatia,2006,4417562
Croatia,2007,4405542
Croatia,2008,4393666
Croatia,2009,4382142
Croatia,2010,4368680
Croatia,2011,4351838
Croatia,2012,4331592
Croatia,2013,4308854
Croatia,2014,4283968
Croatia,2015,4254821
Croatia,2016,4223748
Croatia,2017,4192468
Croatia,2018,4160488
Croatia,2019,4129749
Croatia,2020,4096872
Croatia,2021,4060139
Cyprus,1800,184392
Cyprus,1801,184412
Cyprus,1802,184432
Cyprus,1803,184452
Cyprus,1804,184472
Cyprus,1805,184492
Cyprus,1806,184512
Cyprus,1807,184532
Cyprus,1808,184552
Cyprus,1809,184572
Cyprus,1810,184592
Cyprus,1811,184612
Cyprus,1812,184632
Cyprus,1813,184652
Cyprus,1814,184672
Cyprus,1815,184692
Cyprus,1816,184712
Cyprus,1817,184733
Cyprus,1818,184753
Cyprus,1819,184773
Cyprus,1820,184793
Cyprus,1821,184813
Cyprus,1822,184833
Cyprus,1823,184853
Cyprus,1824,184873
Cyprus,1825,184893
Cyprus,1826,184913
Cyprus,1827,184933
Cyprus,1828,184953
Cyprus,1829,184973
Cyprus,1830,184993
Cyprus,1831,185013
Cyprus,1832,185034
Cyprus,1833,185054
Cyprus,1834,185074
Cyprus,1835,185094
Cyprus,1836,185114
Cyprus,1837,185134
Cyprus,1838,185154
Cyprus,1839,185174
Cyprus,1840,185194
Cyprus,1841,185214
Cyprus,1842,185234
Cyprus,1843,185255
Cyprus,1844,185275
Cyprus,1845,185295
Cyprus,1846,185315
Cyprus,1847,185335
Cyprus,1848,185355
Cyprus,1849,185375
Cyprus,1850,185395
Cyprus,1851,185406
Cyprus,1852,185416
Cyprus,1853,185426
Cyprus,1854,185437
Cyprus,1855,185447
Cyprus,1856,185457
Cyprus,1857,185468
Cyprus,1858,185478
Cyprus,1859,185488
Cyprus,1860,185499
Cyprus,1861,185509
Cyprus,1862,185519
Cyprus,1863,185530
Cyprus,1864,185540
Cyprus,1865,185550
Cyprus,1866,185561
Cyprus,1867,185571
Cyprus,1868,185582
Cyprus,1869,185592
Cyprus,1870,185602
Cyprus,1871,185613
Cyprus,1872,185623
Cyprus,1873,185633
Cyprus,1874,185644
Cyprus,1875,185654
Cyprus,1876,185664
Cyprus,1877,185675
Cyprus,1878,185685
Cyprus,1879,186127
Cyprus,1880,187005
Cyprus,1881,188325
Cyprus,1882,190092
Cyprus,1883,192311
Cyprus,1884,194556
Cyprus,1885,196828
Cyprus,1886,199125
Cyprus,1887,201450
Cyprus,1888,203801
Cyprus,1889,206219
Cyprus,1890,208704
Cyprus,1891,211257
Cyprus,1892,213881
Cyprus,1893,216575
Cyprus,1894,219304
Cyprus,1895,222067
Cyprus,1896,224864
Cyprus,1897,227697
Cyprus,1898,230566
Cyprus,1899,233564
Cyprus,1900,236693
Cyprus,1901,239957
Cyprus,1902,243359
Cyprus,1903,246902
Cyprus,1904,250496
Cyprus,1905,254143
Cyprus,1906,257843
Cyprus,1907,261597
Cyprus,1908,265406
Cyprus,1909,269168
Cyprus,1910,272882
Cyprus,1911,276545
Cyprus,1912,280156
Cyprus,1913,283712
Cyprus,1914,287313
Cyprus,1915,290960
Cyprus,1916,294653
Cyprus,1917,298393
Cyprus,1918,302197
Cyprus,1919,305960
Cyprus,1920,309680
Cyprus,1921,313356
Cyprus,1922,316987
Cyprus,1923,320570
Cyprus,1924,324194
Cyprus,1925,327859
Cyprus,1926,331565
Cyprus,1927,335313
Cyprus,1928,339104
Cyprus,1929,343959
Cyprus,1930,349917
Cyprus,1931,357019
Cyprus,1932,365304
Cyprus,1933,374816
Cyprus,1934,384575
Cyprus,1935,394589
Cyprus,1936,404863
Cyprus,1937,415405
Cyprus,1938,426221
Cyprus,1939,435824
Cyprus,1940,444169
Cyprus,1941,451208
Cyprus,1942,456894
Cyprus,1943,461176
Cyprus,1944,465498
Cyprus,1945,469861
Cyprus,1946,474265
Cyprus,1947,478710
Cyprus,1948,483197
Cyprus,1949,488274
Cyprus,1950,493969
Cyprus,1951,501289
Cyprus,1952,508981
Cyprus,1953,517026
Cyprus,1954,525406
Cyprus,1955,534130
Cyprus,1956,543259
Cyprus,1957,552890
Cyprus,1958,563159
Cyprus,1959,574163
Cyprus,1960,585727
Cyprus,1961,594777
Cyprus,1962,601109
Cyprus,1963,607079
Cyprus,1964,612349
Cyprus,1965,617353
Cyprus,1966,622575
Cyprus,1967,627698
Cyprus,1968,632456
Cyprus,1969,636830
Cyprus,1970,640804
Cyprus,1971,644416
Cyprus,1972,647632
Cyprus,1973,650706
Cyprus,1974,648594
Cyprus,1975,644990
Cyprus,1976,648876
Cyprus,1977,656421
Cyprus,1978,663977
Cyprus,1979,671622
Cyprus,1980,679336
Cyprus,1981,687179
Cyprus,1982,696237
Cyprus,1983,707484
Cyprus,1984,719687
Cyprus,1985,731670
Cyprus,1986,743451
Cyprus,1987,755031
Cyprus,1988,766417
Cyprus,1989,777599
Cyprus,1990,788501
Cyprus,1991,799067
Cyprus,1992,810435
Cyprus,1993,825993
Cyprus,1994,844452
Cyprus,1995,862419
Cyprus,1996,880064
Cyprus,1997,897476
Cyprus,1998,914667
Cyprus,1999,931612
Cyprus,2000,948238
Cyprus,2001,964838
Cyprus,2002,982202
Cyprus,2003,1000355
Cyprus,2004,1018688
Cyprus,2005,1037070
Cyprus,2006,1055445
Cyprus,2007,1073875
Cyprus,2008,1092402
Cyprus,2009,1110979
Cyprus,2010,1129693
Cyprus,2011,1145090
Cyprus,2012,1156556
Cyprus,2013,1166972
Cyprus,2014,1176997
Cyprus,2015,1187286
Cyprus,2016,1197889
Cyprus,2017,1208527
Cyprus,2018,1218834
Cyprus,2019,1228840
Cyprus,2020,1237540
Cyprus,2021,1244193
Czechia,1800,5516349
Czechia,1801,5516349
Czechia,1802,5516349
Czechia,1803,5516349
Czechia,1804,5516349
Czechia,1805,5516349
Czechia,1806,5516349
Czechia,1807,5516349
Czechia,1808,5516349
Czechia,1809,5516349
Czechia,1810,5516349
Czechia,1811,5516349
Czechia,1812,5516349
Czechia,1813,5516349
Czechia,1814,5516349
Czechia,1815,5516349
Czechia,1816,5516349
Czechia,1817,5516349
Czechia,1818,5516349
Czechia,1819,5520440
Czechia,1820,5528637
Czechia,1821,5540956
Czechia,1822,5557411
Czechia,1823,5578018
Czechia,1824,5598701
Czechia,1825,5623145
Czechia,1826,5695961
Czechia,1827,5769720
Czechia,1828,5844434
Czechia,1829,5920116
Czechia,1830,5996778
Czechia,1831,6033858
Czechia,1832,6071168
Czechia,1833,6108708
Czechia,1834,6146481
