Entity,Year,Population (historical estimates)
Lithuania,1924,2310599
Lithuania,1925,2329762
Lithuania,1926,2349083
Lithuania,1927,2368565
Lithuania,1928,2388209
Lithuania,1929,2404387
Lithuania,1930,2417070
Lithuania,1931,2426224
Lithuania,1932,2431818
Lithuania,1933,2433819
Lithuania,1934,2435821
Lithuania,1935,2437825
Lithuania,1936,2439831
Lithuania,1937,2441838
Lithuania,1938,2443847
Lithuania,1939,2447639
Lithuania,1940,2453223
Lithuania,1941,2460610
Lithuania,1942,2469807
Lithuania,1943,2480826
Lithuania,1944,2491894
Lithuania,1945,2503011
Lithuania,1946,2514177
Lithuania,1947,2525394
Lithuania,1948,2536661
Lithuania,1949,2549788
Lithuania,1950,2564806
Lithuania,1951,2589209
Lithuania,1952,2615048
Lithuania,1953,2641914
Lithuania,1954,2669865
Lithuania,1955,2699055
Lithuania,1956,2729754
Lithuania,1957,2762990
Lithuania,1958,2799009
Lithuania,1959,2836511
Lithuania,1960,2875686
Lithuania,1961,2915636
Lithuania,1962,2952463
Lithuania,1963,2986535
Lithuania,1964,3020459
Lithuania,1965,3052981
Lithuania,1966,3084152
Lithuania,1967,3115198
Lithuania,1968,3146355
Lithuania,1969,3177835
Lithuania,1970,3210153
Lithuania,1971,3243681
Lithuania,1972,3276294
Lithuania,1973,3307076
Lithuania,1974,3337693
Lithuania,1975,3368288
Lithuania,1976,3399024
Lithuania,1977,3430118
Lithuania,1978,3460856
Lithuania,1979,3491440
Lithuania,1980,3521205
Lithuania,1981,3550543
Lithuania,1982,3580827
Lithuania,1983,3612642
Lithuania,1984,3643842
Lithuania,1985,3672853
Lithuania,1986,3702823
Lithuania,1987,3732010
Lithuania,1988,3755543
Lithuania,1989,3773181
Lithuania,1990,3785851
Lithuania,1991,3793430
Lithuania,1992,3795748
Lithuania,1993,3788532
Lithuania,1994,3770461
Lithuania,1995,3747269
Lithuania,1996,3722023
Lithuania,1997,3694897
Lithuania,1998,3665514
Lithuania,1999,3633949
Lithuania,2000,3599639
Lithuania,2001,3560145
Lithuania,2002,3515799
Lithuania,2003,3469683
Lithuania,2004,3422593
Lithuania,2005,3373536
Lithuania,2006,3322937
Lithuania,2007,3272416
Lithuania,2008,3224384
Lithuania,2009,3180482
Lithuania,2010,3139021
Lithuania,2011,3099800
Lithuania,2012,3063340
Lithuania,2013,3028191
Lithuania,2014,2994928
Lithuania,2015,2963764
Lithuania,2016,2933676
Lithuania,2017,2904452
Lithuania,2018,2876128
Lithuania,2019,2849083
Lithuania,2020,2820269
Lithuania,2021,2786652
Luxembourg,1800,127030
Luxembourg,1801,127030
Luxembourg,1802,127030
Luxembourg,1803,127030
Luxembourg,1804,127030
Luxembourg,1805,127030
Luxembourg,1806,127030
Luxembourg,1807,127030
Luxembourg,1808,127030
Luxembourg,1809,127030
Luxembourg,1810,127030
Luxembourg,1811,127030
Luxembourg,1812,127030
Luxembourg,1813,127030
Luxembourg,1814,127030
Luxembourg,1815,127030
Luxembourg,1816,127030
Luxembourg,1817,127030
Luxembourg,1818,127030
Luxembourg,1819,127781
Luxembourg,1820,129306
Luxembourg,1821,131626
Luxembourg,1822,134767
Luxembourg,1823,138752
Luxembourg,1824,142854
Luxembourg,1825,147078
Luxembourg,1826,151426
Luxembourg,1827,155903
Luxembourg,1828,160513
Luxembourg,1829,164448
Luxembourg,1830,167685
Luxembourg,1831,170197
Luxembourg,1832,171960
Luxembourg,1833,172946
Luxembourg,1834,173937
Luxembourg,1835,174934
Luxembourg,1836,175937
Luxembourg,1837,176946
Luxembourg,1838,177960
Luxembourg,1839,179025
Luxembourg,1840,180143
Luxembourg,1841,181313
Luxembourg,1842,182537
Luxembourg,1843,183814
Luxembourg,1844,185100
Luxembourg,1845,186396
Luxembourg,1846,187700
Luxembourg,1847,189014
Luxembourg,1848,190336
Luxembourg,1849,191594
Luxembourg,1850,192785
Luxembourg,1851,193905
Luxembourg,1852,194957
Luxembourg,1853,195940
Luxembourg,1854,196929
Luxembourg,1855,197922
Luxembourg,1856,198920
Luxembourg,1857,199924
Luxembourg,1858,200932
Luxembourg,1859,201639
Luxembourg,1860,202043
Luxembourg,1861,202145
Luxembourg,1862,201942
Luxembourg,1863,201435
Luxembourg,1864,200930
Luxembourg,1865,200425
Luxembourg,1866,199922
Luxembourg,1867,199420
Luxembourg,1868,198919
Luxembourg,1869,198752
Luxembourg,1870,198919
Luxembourg,1871,199422
Luxembourg,1872,200262
Luxembourg,1873,201440
Luxembourg,1874,202624
Luxembourg,1875,203816
Luxembourg,1876,205015
Luxembourg,1877,206221
Luxembourg,1878,207433
Luxembourg,1879,208426
Luxembourg,1880,209196
Luxembourg,1881,209742
Luxembourg,1882,210064
Luxembourg,1883,210160
Luxembourg,1884,210255
Luxembourg,1885,210351
Luxembourg,1886,210447
Luxembourg,1887,210543
Luxembourg,1888,210638
Luxembourg,1889,211189
Luxembourg,1890,212200
Luxembourg,1891,213676
Luxembourg,1892,215623
Luxembourg,1893,218047
Luxembourg,1894,220498
Luxembourg,1895,222976
Luxembourg,1896,225482
Luxembourg,1897,228017
Luxembourg,1898,230579
Luxembourg,1899,233099
Luxembourg,1900,235574
Luxembourg,1901,238004
Luxembourg,1902,240386
Luxembourg,1903,242721
Luxembourg,1904,245078
Luxembourg,1905,247458
Luxembourg,1906,249862
Luxembourg,1907,252288
Luxembourg,1908,254738
Luxembourg,1909,256884
Luxembourg,1910,258721
Luxembourg,1911,260245
Luxembourg,1912,261452
Luxembourg,1913,262338
Luxembourg,1914,263227
Luxembourg,1915,264119
Luxembourg,1916,265014
Luxembourg,1917,265912
Luxembourg,1918,266818
Luxembourg,1919,268134
Luxembourg,1920,269864
Luxembourg,1921,272016
Luxembourg,1922,274594
Luxembourg,1923,277606
Luxembourg,1924,280650
Luxembourg,1925,283728
Luxembourg,1926,286839
Luxembourg,1927,289985
Luxembourg,1928,293165
Luxembourg,1929,295743
Luxembourg,1930,297712
Luxembourg,1931,299065
Luxembourg,1932,299795
Luxembourg,1933,299894
Luxembourg,1934,299994
Luxembourg,1935,300094
Luxembourg,1936,300194
Luxembourg,1937,300294
Luxembourg,1938,300394
Luxembourg,1939,300365
Luxembourg,1940,300207
Luxembourg,1941,299921
Luxembourg,1942,299506
Luxembourg,1943,298963
Luxembourg,1944,298421
Luxembourg,1945,297880
Luxembourg,1946,297340
Luxembourg,1947,296801
Luxembourg,1948,296262
Luxembourg,1949,296190
Luxembourg,1950,296589
Luxembourg,1951,298220
Luxembourg,1952,300064
Luxembourg,1953,301764
Luxembourg,1954,303514
Luxembourg,1955,305521
Luxembourg,1956,307264
Luxembourg,1957,308849
Luxembourg,1958,310587
Luxembourg,1959,312509
Luxembourg,1960,314170
Luxembourg,1961,316593
Luxembourg,1962,319858
Luxembourg,1963,323015
Luxembourg,1964,326372
Luxembourg,1965,329793
Luxembourg,1966,333135
Luxembourg,1967,335567
Luxembourg,1968,337057
Luxembourg,1969,338287
Luxembourg,1970,339354
Luxembourg,1971,341980
Luxembourg,1972,346083
Luxembourg,1973,349199
Luxembourg,1974,351397
Luxembourg,1975,353675
Luxembourg,1976,355900
Luxembourg,1977,358272
Luxembourg,1978,361075
Luxembourg,1979,362940
Luxembourg,1980,363745
Luxembourg,1981,364484
Luxembourg,1982,365027
Luxembourg,1983,365448
Luxembourg,1984,365787
Luxembourg,1985,366471
Luxembourg,1986,368179
Luxembourg,1987,370536
Luxembourg,1988,373436
Luxembourg,1989,376960
Luxembourg,1990,381275
Luxembourg,1991,386405
Luxembourg,1992,391524
Luxembourg,1993,396705
Luxembourg,1994,402049
Luxembourg,1995,407639
Luxembourg,1996,413202
Luxembourg,1997,418413
Luxembourg,1998,423579
Luxembourg,1999,429352
Luxembourg,2000,435634
Luxembourg,2001,441254
Luxembourg,2002,445920
Luxembourg,2003,451351
Luxembourg,2004,457798
Luxembourg,2005,464868
Luxembourg,2006,472402
Luxembourg,2007,479877
Luxembourg,2008,488643
Luxembourg,2009,497876
Luxembourg,2010,507075
Luxembourg,2011,518207
Luxembourg,2012,530596
Luxembourg,2013,543068
Luxembourg,2014,556075
Luxembourg,2015,569415
Luxembourg,2016,583355
Luxembourg,2017,596290
Luxembourg,2018,607920
Luxembourg,2019,619981
Luxembourg,2020,630401
Luxembourg,2021,639330
Malta,1800,134072
Malta,1801,134072
Malta,1802,134072
Malta,1803,134072
Malta,1804,134072
Malta,1805,134072
Malta,1806,134072
Malta,1807,134072
Malta,1808,134072
Malta,1809,134072
Malta,1810,134072
Malta,1811,134072
Malta,1812,134072
Malta,1813,134072
Malta,1814,134072
Malta,1815,134072
Malta,1816,134072
Malta,1817,134072
Malta,1818,134072
Malta,1819,134232
Malta,1820,134553
Malta,1821,135036
Malta,1822,135681
Malta,1823,136491
Malta,1824,137305
Malta,1825,138124
Malta,1826,138948
Malta,1827,139777
Malta,1828,140611
Malta,1829,141450
Malta,1830,142294
Malta,1831,143143
Malta,1832,143997
Malta,1833,144856
Malta,1834,145720
Malta,1835,146590
Malta,1836,147464
Malta,1837,148344
Malta,1838,149229
Malta,1839,150119
Malta,1840,151015
Malta,1841,151916
Malta,1842,152822
Malta,1843,153734
Malta,1844,154651
Malta,1845,155574
Malta,1846,156502
Malta,1847,157436
Malta,1848,158375
Malta,1849,159320
Malta,1850,160270
Malta,1851,161084
Malta,1852,161901
Malta,1853,162723
Malta,1854,163548
Malta,1855,164378
Malta,1856,165211
Malta,1857,166049
Malta,1858,166891
Malta,1859,167737
Malta,1860,168587
Malta,1861,169442
Malta,1862,170300
Malta,1863,171163
Malta,1864,172030
Malta,1865,172901
Malta,1866,173777
Malta,1867,174656
Malta,1868,175541
Malta,1869,176429
Malta,1870,177322
Malta,1871,178219
Malta,1872,179121
Malta,1873,180027
Malta,1874,180937
Malta,1875,181852
Malta,1876,182771
Malta,1877,183695
Malta,1878,184623
Malta,1879,185556
Malta,1880,186494
Malta,1881,187436
Malta,1882,188383
Malta,1883,189334
Malta,1884,190290
Malta,1885,191250
Malta,1886,192216
Malta,1887,193186
Malta,1888,194160
Malta,1889,195140
Malta,1890,196124
Malta,1891,197113
Malta,1892,198107
Malta,1893,199106
Malta,1894,200109
Malta,1895,201118
Malta,1896,202131
Malta,1897,203149
Malta,1898,204173
Malta,1899,205201
Malta,1900,206234
Malta,1901,207272
Malta,1902,208316
Malta,1903,209364
Malta,1904,210418
Malta,1905,211476
Malta,1906,212540
Malta,1907,213609
Malta,1908,214683
Malta,1909,215427
Malta,1910,215840
Malta,1911,215922
Malta,1912,215673
Malta,1913,215092
Malta,1914,214512
Malta,1915,213933
Malta,1916,213356
Malta,1917,212780
Malta,1918,212406
Malta,1919,212398
Malta,1920,212759
Malta,1921,213491
Malta,1922,214596
Malta,1923,216075
Malta,1924,217565
Malta,1925,219064
Malta,1926,220574
Malta,1927,222095
Malta,1928,223626
Malta,1929,225373
Malta,1930,227340
Malta,1931,229531
Malta,1932,231950
Malta,1933,234600
Malta,1934,237281
Malta,1935,239993
Malta,1936,242735
Malta,1937,245509
Malta,1938,248314
Malta,1939,251311
Malta,1940,254503
Malta,1941,257894
Malta,1942,261491
Malta,1943,265297
Malta,1944,269158
Malta,1945,273075
Malta,1946,277050
Malta,1947,281082
Malta,1948,285173
Malta,1949,288773
Malta,1950,291881
Malta,1951,298201
Malta,1952,304718
Malta,1953,311425
Malta,1954,317769
Malta,1955,323606
Malta,1956,328722
Malta,1957,332607
Malta,1958,335356
Malta,1959,336972
Malta,1960,337632
Malta,1961,337127
Malta,1962,335463
Malta,1963,332905
Malta,1964,329771
Malta,1965,326409
Malta,1966,322993
Malta,1967,320158
Malta,1968,318065
Malta,1969,316463
Malta,1970,315425
Malta,1971,315103
Malta,1972,315384
Malta,1973,316204
Malta,1974,317621
Malta,1975,319626
Malta,1976,322015
Malta,1977,324653
Malta,1978,327482
Malta,1979,330476
Malta,1980,333593
Malta,1981,336625
Malta,1982,339676
Malta,1983,342891
Malta,1984,346094
Malta,1985,349122
Malta,1986,352095
Malta,1987,355177
Malta,1988,358450
Malta,1989,361913
Malta,1990,365396
Malta,1991,368676
Malta,1992,371892
Malta,1993,375257
Malta,1994,378568
Malta,1995,381860
Malta,1996,385271
Malta,1997,388843
Malta,1998,392487
Malta,1999,395993
Malta,2000,399212
Malta,2001,402163
Malta,2002,404708
Malta,2003,406926
Malta,2004,408805
Malta,2005,410217
Malta,2006,411204
Malta,2007,412091
Malta,2008,413407
Malta,2009,415509
Malta,2010,418758
Malta,2011,423577
Malta,2012,429912
Malta,2013,437531
Malta,2014,446449
Malta,2015,456585
Malta,2016,467717
Malta,2017,479507
Malta,2018,491590
Malta,2019,503646
Malta,2020,515364
Malta,2021,526751
Netherlands,1800,2000000
Netherlands,1801,2004651
Netherlands,1802,2009313
Netherlands,1803,2013986
Netherlands,1804,2018669
Netherlands,1805,2023364
Netherlands,1806,2028069
Netherlands,1807,2032785
Netherlands,1808,2037512
Netherlands,1809,2042251
Netherlands,1810,2060391
Netherlands,1811,2078671
Netherlands,1812,2101607
Netherlands,1813,2129272
Netherlands,1814,2157302
Netherlands,1815,2185700
Netherlands,1816,2214472
Netherlands,1817,2243623
Netherlands,1818,2273158
Netherlands,1819,2302618
Netherlands,1820,2331997
Netherlands,1821,2361287
Netherlands,1822,2390482
Netherlands,1823,2419575
Netherlands,1824,2449022
Netherlands,1825,2478828
Netherlands,1826,2508996
Netherlands,1827,2539531
Netherlands,1828,2570438
Netherlands,1829,2600166
Netherlands,1830,2628686
Netherlands,1831,2655969
Netherlands,1832,2681986
Netherlands,1833,2706706
Netherlands,1834,2731653
Netherlands,1835,2756831
Netherlands,1836,2782241
Netherlands,1837,2807885
Netherlands,1838,2833765
Netherlands,1839,2858669
Netherlands,1840,2882581
Netherlands,1841,2905482
Netherlands,1842,2927353
Netherlands,1843,2948178
Netherlands,1844,2969150
Netherlands,1845,2990272
Netherlands,1846,3011544
Netherlands,1847,3032967
Netherlands,1848,3054543
Netherlands,1849,3076130
Netherlands,1850,3097727
Netherlands,1851,3119242
Netherlands,1852,3140764
Netherlands,1853,3162293
Netherlands,1854,3183969
Netherlands,1855,3205794
Netherlands,1856,3227769
Netherlands,1857,3249894
Netherlands,1858,3272170
Netherlands,1859,3295652
Netherlands,1860,3320356
Netherlands,1861,3346299
Netherlands,1862,3373499
Netherlands,1863,3401973
Netherlands,1864,3430688
Netherlands,1865,3459645
Netherlands,1866,3488847
Netherlands,1867,3518295
Netherlands,1868,3547992
Netherlands,1869,3580048
Netherlands,1870,3614507
Netherlands,1871,3651413
Netherlands,1872,3690812
Netherlands,1873,3732749
Netherlands,1874,3775163
Netherlands,1875,3818059
Netherlands,1876,3861442
Netherlands,1877,3905319
Netherlands,1878,3949693
Netherlands,1879,3994700
Netherlands,1880,4040346
Netherlands,1881,4086642
Netherlands,1882,4133595
Netherlands,1883,4181215
Netherlands,1884,4229384
Netherlands,1885,4278108
Netherlands,1886,4327393
Netherlands,1887,4377246
Netherlands,1888,4427673
Netherlands,1889,4479670
Netherlands,1890,4533266
Netherlands,1891,4588493
Netherlands,1892,4645382
Netherlands,1893,4703966
Netherlands,1894,4763289
Netherlands,1895,4823360
Netherlands,1896,4884188
Netherlands,1897,4945783
Netherlands,1898,5008156
Netherlands,1899,5072940
Netherlands,1900,5140189
Netherlands,1901,5209957
Netherlands,1902,5282301
Netherlands,1903,5357276
Netherlands,1904,5433315
Netherlands,1905,5510433
Netherlands,1906,5588646
Netherlands,1907,5667969
Netherlands,1908,5748418
Netherlands,1909,5830495
Netherlands,1910,5914229
Netherlands,1911,5999652
Netherlands,1912,6086795
Netherlands,1913,6175690
Netherlands,1914,6265882
Netherlands,1915,6357392
Netherlands,1916,6450239
Netherlands,1917,6544441
Netherlands,1918,6640214
Netherlands,1919,6736779
Netherlands,1920,6834137
Netherlands,1921,6932291
Netherlands,1922,7031246
Netherlands,1923,7131002
Netherlands,1924,7232174
Netherlands,1925,7334781
Netherlands,1926,7438843
Netherlands,1927,7544382
Netherlands,1928,7651419
Netherlands,1929,7756463
Netherlands,1930,7859443
Netherlands,1931,7960289
Netherlands,1932,8058927
Netherlands,1933,8155281
Netherlands,1934,8252788
Netherlands,1935,8351461
Netherlands,1936,8451313
Netherlands,1937,8552359
Netherlands,1938,8654613
Netherlands,1939,8760124
Netherlands,1940,8868956
Netherlands,1941,8981176
Netherlands,1942,9096853
Netherlands,1943,9216054
Netherlands,1944,9336818
Netherlands,1945,9459164
Netherlands,1946,9583114
Netherlands,1947,9708687
Netherlands,1948,9835906
Netherlands,1949,9964193
Netherlands,1950,10093555
Netherlands,1951,10226297
Netherlands,1952,10361806
Netherlands,1953,10497301
Netherlands,1954,10631384
Netherlands,1955,10767911
Netherlands,1956,10905351
Netherlands,1957,11046127
Netherlands,1958,11191758
Netherlands,1959,11341766
Netherlands,1960,11493124
Netherlands,1961,11647374
Netherlands,1962,11803461
Netherlands,1963,11958417
Netherlands,1964,12117832
Netherlands,1965,12275797
Netherlands,1966,12426790
Netherlands,1967,12576971
Netherlands,1968,12727200
Netherlands,1969,12881251
Netherlands,1970,13037686
Netherlands,1971,13186716
Netherlands,1972,13324182
Netherlands,1973,13447575
Netherlands,1974,13560532
Netherlands,1975,13663970
Netherlands,1976,13760114
Netherlands,1977,13855560
Netherlands,1978,13949415
Netherlands,1979,14040286
Netherlands,1980,14130383
Netherlands,1981,14217323
Netherlands,1982,14296533
Netherlands,1983,14369651
Netherlands,1984,14441930
Netherlands,1985,14515705
Netherlands,1986,14592526
Netherlands,1987,14675302
Netherlands,1988,14762321
Netherlands,1989,14850230
Netherlands,1990,14944550
Netherlands,1991,15046578
Netherlands,1992,15150688
Netherlands,1993,15251088
Netherlands,1994,15349481
Netherlands,1995,15446670
Netherlands,1996,15538617
Netherlands,1997,15629912
Netherlands,1998,15722601
Netherlands,1999,15812491
Netherlands,2000,15899138
Netherlands,2001,15981630
Netherlands,2002,16057042
Netherlands,2003,16127574
Netherlands,2004,16196036
Netherlands,2005,16261834
Netherlands,2006,16325679
Netherlands,2007,16391232
Netherlands,2008,16460775
Netherlands,2009,16536200
Netherlands,2010,16617121
Netherlands,2011,16701470
Netherlands,2012,16785296
Netherlands,2013,16867352
Netherlands,2014,16954080
Netherlands,2015,17041110
Netherlands,2016,17124512
Netherlands,2017,17207204
Netherlands,2018,17286042
Netherlands,2019,17363260
Netherlands,2020,17434562
Netherlands,2021,17501696
Poland,1800,9000000
Poland,1801,9066429
Poland,1802,9133349
Poland,1803,9200762
Poland,1804,9268673
Poland,1805,9337085
Poland,1806,9406002
Poland,1807,9475428
Poland,1808,9545366
Poland,1809,9615821
Poland,1810,9687319
Poland,1811,9758821
Poland,1812,9830851
Poland,1813,9903413
Poland,1814,9976510
Poland,1815,10050147
Poland,1816,10124327
Poland,1817,10199055
Poland,1818,10274334
Poland,1819,10350171
Poland,1820,10426570
Poland,1821,10503535
Poland,1822,10581070
Poland,1823,10659180
Poland,1824,10737866
Poland,1825,10817133
Poland,1826,10896985
Poland,1827,10977426
Poland,1828,11058462
Poland,1829,11140095
Poland,1830,11222331
Poland,1831,11305175
Poland,1832,11388630
Poland,1833,11472700
Poland,1834,11557392
Poland,1835,11642709
Poland,1836,11728655
Poland,1837,11815236
Poland,1838,11902456
Poland,1839,11990320
Poland,1840,12078833
Poland,1841,12167999
Poland,1842,12257823
Poland,1843,12348310
Poland,1844,12439465
Poland,1845,12531294
Poland,1846,12623800
Poland,1847,12716989
Poland,1848,12810865
Poland,1849,12920301
Poland,1850,13045605
Poland,1851,13182509
Poland,1852,13335806
Poland,1853,13505801
Poland,1854,13677962
Poland,1855,13852316
Poland,1856,14028890
Poland,1857,14207714
Poland,1858,14388815
Poland,1859,14572223
Poland,1860,14757967
Poland,1861,14946077
Poland,1862,15136583
Poland,1863,15329515
Poland,1864,15524904
Poland,1865,15722782
Poland,1866,15923179
Poland,1867,16126130
Poland,1868,16331664
Poland,1869,16547224
Poland,1870,16773045
Poland,1871,17009367
Poland,1872,17256436
Poland,1873,17514502
Poland,1874,17776425
Poland,1875,18042263
Poland,1876,18312073
Poland,1877,18585917
Poland,1878,18863853
Poland,1879,19145943
Poland,1880,19432249
Poland,1881,19722834
Poland,1882,20017762
Poland,1883,20317098
Poland,1884,20620907
Poland,1885,20929256
Poland,1886,21242214
Poland,1887,21559849
Poland,1888,21882231
Poland,1889,22176477
Poland,1890,22441927
Poland,1891,22677908
Poland,1892,22883734
Poland,1893,23058710
Poland,1894,23235021
Poland,1895,23412677
Poland,1896,23591688
Poland,1897,23772066
Poland,1898,23953819
Poland,1899,24134036
Poland,1900,24312686
Poland,1901,24489736
Poland,1902,24665156
Poland,1903,24838911
Poland,1904,25013887
Poland,1905,25190093
Poland,1906,25367537
Poland,1907,25546228
Poland,1908,25726174
Poland,1909,25813800
Poland,1910,25809505
Poland,1911,25713684
Poland,1912,25526720
Poland,1913,25248988
Poland,1914,24974275
Poland,1915,24702547
Poland,1916,24433773
Poland,1917,24167920
Poland,1918,23913465
Poland,1919,23787804
Poland,1920,23791651
Poland,1921,23925744
Poland,1922,24190850
Poland,1923,24587764
Poland,1924,24991189
Poland,1925,25401234
Poland,1926,25818006
Poland,1927,26241617
Poland,1928,26672178
Poland,1929,27053912
Poland,1930,27385667
Poland,1931,27666271
Poland,1932,27894531
Poland,1933,28069231
Poland,1934,28245024
Poland,1935,28421919
Poland,1936,28599922
Poland,1937,28779039
Poland,1938,28959278
Poland,1939,28993497
Poland,1940,28883551
Poland,1941,28631257
Poland,1942,28238390
Poland,1943,27706686
Poland,1944,27184994
Poland,1945,26673126
Poland,1946,26170895
Poland,1947,25678120
Poland,1948,25194625
Poland,1949,24897453
Poland,1950,24786240
Poland,1951,25242280
Poland,1952,25704542
Poland,1953,26168166
Poland,1954,26630358
Poland,1955,27099200
Poland,1956,27582030
Poland,1957,28076088
Poland,1958,28583998
Poland,1959,29068128
Poland,1960,29509902
Poland,1961,29913228
Poland,1962,30271926
Poland,1963,30608320
Poland,1964,30927880
Poland,1965,31224086
Poland,1966,31504832
Poland,1967,31765962
Poland,1968,32016872
Poland,1969,32262060
Poland,1970,32482946
Poland,1971,32710744
Poland,1972,32979398
Poland,1973,33270012
Poland,1974,33578680
Poland,1975,33899768
Poland,1976,34229712
Poland,1977,34561580
Poland,1978,34870696
Poland,1979,35188364
Poland,1980,35521432
Poland,1981,35851104
Poland,1982,36188644
Poland,1983,36536140
Poland,1984,36876560
Poland,1985,37179164
Poland,1986,37436804
Poland,1987,37654412
Poland,1988,37812084
Poland,1989,37939020
Poland,1990,38064252
Poland,1991,38167388
Poland,1992,38252284
Poland,1993,38319300
Poland,1994,38375464
Poland,1995,38401980
Poland,1996,38401408
Poland,1997,38396120
Poland,1998,38379992
Poland,1999,38354952
Poland,2000,38504432
Poland,2001,38662860
Poland,2002,38647476
Poland,2003,38621536
Poland,2004,38596040
Poland,2005,38575912
Poland,2006,38547180
Poland,2007,38521868
Poland,2008,38522884
Poland,2009,38555288
Poland,2010,38597356
Poland,2011,38620848
Poland,2012,38625872
Poland,2013,38607352
Poland,2014,38581880
Poland,2015,38553148
Poland,2016,38532108
Poland,2017,38532816
Poland,2018,38521464
Poland,2019,38493600
Poland,2020,38428368
Poland,2021,38307724
Portugal,1800,2750000
Portugal,1801,2775058
Portugal,1802,2800344
Portugal,1803,2825860
Portugal,1804,2851609
Portugal,1805,2877592
Portugal,1806,2903812
Portugal,1807,2930272
Portugal,1808,2956972
Portugal,1809,2983915
Portugal,1810,3011352
Portugal,1811,3038791
Portugal,1812,3066480
Portugal,1813,3094422
Portugal,1814,3122618
Portugal,1815,3151070
Portugal,1816,3179783
Portugal,1817,3208756
Portugal,1818,3237994
Portugal,1819,3265271
Portugal,1820,3290556
Portugal,1821,3313818
Portugal,1822,3335027
Portugal,1823,3354149
Portugal,1824,3373382
Portugal,1825,3392725
Portugal,1826,3412178
Portugal,1827,3431743
Portugal,1828,3451420
Portugal,1829,3471354
Portugal,1830,3491548
Portugal,1831,3512002
Portugal,1832,3532721
Portugal,1833,3553705
Portugal,1834,3574815
Portugal,1835,3596049
Portugal,1836,3617410
Portugal,1837,3638898
Portugal,1838,3660513
Portugal,1839,3680067
Portugal,1840,3697539
Portugal,1841,3712913
Portugal,1842,3726167
Portugal,1843,3737284
Portugal,1844,3748433
Portugal,1845,3759616
Portugal,1846,3770833
Portugal,1847,3782083
Portugal,1848,3793366
Portugal,1849,3806009
Portugal,1850,3820021
Portugal,1851,3835328
Portugal,1852,3852025
Portugal,1853,3870122
Portugal,1854,3888303
Portugal,1855,3906571
Portugal,1856,3924924
Portugal,1857,3943363
Portugal,1858,3961889
Portugal,1859,3983036
Portugal,1860,4006837
Portugal,1861,4033324
Portugal,1862,4062531
Portugal,1863,4094489
Portugal,1864,4126699
Portugal,1865,4159162
Portugal,1866,4191881
Portugal,1867,4224856
Portugal,1868,4258092
Portugal,1869,4290262
Portugal,1870,4321350
Portugal,1871,4351340
Portugal,1872,4380214
Portugal,1873,4407954
Portugal,1874,4435870
Portugal,1875,4463963
Portugal,1876,4492234
Portugal,1877,4520684
Portugal,1878,4549314
Portugal,1879,4580302
Portugal,1880,4613680
Portugal,1881,4649485
Portugal,1882,4687749
Portugal,1883,4728508
Portugal,1884,4769622
Portugal,1885,4811093
Portugal,1886,4852925
Portugal,1887,4895120
Portugal,1888,4937682
Portugal,1889,4979128
Portugal,1890,5019437
Portugal,1891,5058589
Portugal,1892,5096563
Portugal,1893,5133336
Portugal,1894,5170376
Portugal,1895,5207682
Portugal,1896,5245258
Portugal,1897,5283105
Portugal,1898,5321225
Portugal,1899,5361032
Portugal,1900,5402551
Portugal,1901,5445806
Portugal,1902,5490822
Portugal,1903,5537624
Portugal,1904,5584825
Portugal,1905,5632428
Portugal,1906,5680437
Portugal,1907,5728855
Portugal,1908,5777686
Portugal,1909,5819754
Portugal,1910,5854984
Portugal,1911,5883300
Portugal,1912,5904627
Portugal,1913,5918888
Portugal,1914,5933183
Portugal,1915,5947512
Portugal,1916,5961877
Portugal,1917,5976275
Portugal,1918,5990842
Portugal,1919,6016799
Portugal,1920,6054309
Portugal,1921,6103537
Portugal,1922,6164649
Portugal,1923,6237814
Portugal,1924,6311847
Portugal,1925,6386759
Portugal,1926,6462560
Portugal,1927,6539261
Portugal,1928,6616872
Portugal,1929,6696146
Portugal,1930,6777114
Portugal,1931,6859803
Portugal,1932,6944245
Portugal,1933,7030468
Portugal,1934,7117763
Portugal,1935,7206141
Portugal,1936,7295617
Portugal,1937,7386204
Portugal,1938,7477915
Portugal,1939,7566417
Portugal,1940,7651628
Portugal,1941,7733465
Portugal,1942,7811843
Portugal,1943,7886677
Portugal,1944,7962228
Portugal,1945,8038503
Portugal,1946,8115508
Portugal,1947,8193251
Portugal,1948,8271739
Portugal,1949,8346329
Portugal,1950,8416952
Portugal,1951,8472651
Portugal,1952,8523679
Portugal,1953,8573396
Portugal,1954,8619179
Portugal,1955,8665454
Portugal,1956,8707080
Portugal,1957,8748070
Portugal,1958,8799094
Portugal,1959,8849594
Portugal,1960,8882476
Portugal,1961,8896923
Portugal,1962,8905438
Portugal,1963,8907704
Portugal,1964,8905557
Portugal,1965,8899092
Portugal,1966,8881846
Portugal,1967,8856646
Portugal,1968,8821535
Portugal,1969,8768163
Portugal,1970,8683627
Portugal,1971,8700518
Portugal,1972,8833265
Portugal,1973,8957960
Portugal,1974,9079609
Portugal,1975,9202708
Portugal,1976,9330205
Portugal,1977,9459002
Portugal,1978,9578264
Portugal,1979,9686181
Portugal,1980,9785251
Portugal,1981,9856749
Portugal,1982,9904426
Portugal,1983,9943827
Portugal,1984,9974817
Portugal,1985,9996891
Portugal,1986,10011029
Portugal,1987,10020209
Portugal,1988,10023309
